Country,Criteria,Coverage,Year,Migrants_out,Migrants_in,Continent,Population
Portugal,Residence,Both,2002,9300.0,79300.0,Europe,10419631.0
Romania,Residence,Both,2002,10814.0,6582.0,Europe,21730496.0
Russian Federation,Residence,Both,2002,106685.0,184612.0,Europe,145306046.0
Slovak Republic,Residence,Both,2002,1411.0,2312.0,Europe,5376912.0
Slovenia,Residence,Both,2002,7269.0,9134.0,Europe,1994530.0
Spain,Residence,Both,2002,36605.0,483260.0,Europe,41431558.0
Sweden,Residence,Both,2002,33009.0,64087.0,Europe,8924958.0
Ukraine,Residence,Both,2002,76264.0,42473.0,Europe,48202500.0
United Kingdom,Residence,Both,2002,305931.0,385901.0,Europe,59370479.0
Armenia,Residence,Both,2003,8482.0,1926.0,Asia,3036420.0
Australia,Residence,Both,2003,224890.0,388450.0,Australia,19895400.0
Austria,Residence,Both,2003,71996.0,111869.0,Europe,8121423.0
Azerbaijan,Residence,Both,2003,3754.0,2500.0,Asia,8234100.0
Belarus,Residence,Both,2003,12986.0,18145.0,Europe,9797000.0
Belgium,Residence,Both,2003,79399.0,112060.0,Europe,10376133.0
Croatia,Residence,Both,2003,6534.0,18455.0,Europe,4440000.0
Cyprus,Residence,Both,2003,4437.0,16779.0,Asia,998150.0
Czech Republic,Residence,Both,2003,34226.0,60015.0,Europe,10193998.0
Denmark,Residence,Both,2003,43466.0,49754.0,Europe,5390574.0
Estonia,Residence,Both,2003,3073.0,967.0,Europe,1370720.0
Finland,Residence,Both,2003,12083.0,17838.0,Europe,5213014.0
Germany,Residence,Both,2003,626330.0,768975.0,Europe,82534176.0
Ireland,Residence,Both,2003,27200.0,58875.0,Europe,3996521.0
Italy,Residence,Both,2003,62970.0,470491.0,Europe,57313203.0
Kazakhstan,Residence,Both,2003,73890.0,68503.0,Asia,14909018.0
Kyrgyz Republic,Residence,Both,2003,21209.0,4483.0,Asia,5043300.0
Latvia,Residence,Both,2003,15647.0,4063.0,Europe,2287955.0
Lithuania,Residence,Both,2003,26283.0,4728.0,Europe,3415213.0
Luxembourg,Residence,Both,2003,7746.0,13158.0,Europe,451630.0
Netherlands,Residence,Both,2003,68885.0,104514.0,Europe,16225302.0
Norway,Residence,Both,2003,24672.0,35957.0,Europe,4564855.0
Poland,Residence,Both,2003,20813.0,7048.0,Europe,38204570.0
Portugal,Residence,Both,2003,8900.0,72400.0,Europe,10458821.0
Romania,Residence,Both,2003,12744.0,3266.0,Europe,21574326.0
Russian Federation,Residence,Both,2003,94018.0,129144.0,Europe,144648257.0
Slovak Republic,Residence,Both,2003,4777.0,6551.0,Europe,5373374.0
Slovenia,Residence,Both,2003,5867.0,9279.0,Europe,1995733.0
Spain,Residence,Both,2003,64298.0,672266.0,Europe,42187645.0
Sweden,Residence,Both,2003,35023.0,63795.0,Europe,8958229.0
Ukraine,Residence,Both,2003,63699.0,39489.0,Europe,47812950.0
United Kingdom,Residence,Both,2003,313960.0,431487.0,Europe,59647577.0
Armenia,Residence,Both,2004,8451.0,1514.0,Asia,3025982.0
Australia,Residence,Both,2004,212200.0,350990.0,Australia,20127400.0
Austria,Residence,Both,2004,71721.0,122547.0,Europe,8171966.0
Azerbaijan,Residence,Both,2004,2800.0,2407.0,Asia,8306500.0
Belarus,Residence,Both,2004,12510.0,14641.0,Europe,9730000.0
Belgium,Residence,Both,2004,83895.0,117236.0,Europe,10421137.0
Croatia,Residence,Both,2004,6812.0,18383.0,Europe,4439000.0
Cyprus,Residence,Both,2004,6279.0,22003.0,Asia,1015827.0
Czech Republic,Residence,Both,2004,34818.0,53453.0,Europe,10197101.0
Denmark,Residence,Both,2004,45017.0,49860.0,Europe,5404523.0
Estonia,Residence,Both,2004,2927.0,1097.0,Europe,1362550.0
Finland,Residence,Both,2004,13656.0,20333.0,Europe,5228172.0
Germany,Residence,Both,2004,697632.0,780175.0,Europe,82516260.0
Iceland,Residence,Both,2004,4820.0,5350.0,Europe,292074.0
Ireland,Residence,Both,2004,28675.0,78075.0,Europe,4070262.0
Italy,Residence,Both,2004,64849.0,444566.0,Europe,57685327.0
Kazakhstan,Residence,Both,2004,65530.0,69559.0,Asia,15012985.0
Kyrgyz Republic,Residence,Both,2004,22607.0,3284.0,Asia,5104700.0
Latvia,Residence,Both,2004,20167.0,4844.0,Europe,2263122.0
Lithuania,Residence,Both,2004,37691.0,5553.0,Europe,3377075.0
Luxembourg,Residence,Both,2004,8480.0,12872.0,Europe,458095.0
Netherlands,Residence,Both,2004,75049.0,94019.0,Europe,16281779.0
Norway,Residence,Both,2004,23271.0,36482.0,Europe,4591910.0
Poland,Residence,Both,2004,18877.0,9495.0,Europe,38182222.0
Portugal,Residence,Both,2004,10680.0,57920.0,Europe,10483861.0
Romania,Residence,Both,2004,16052.0,2987.0,Europe,21451748.0
Russian Federation,Residence,Both,2004,79795.0,119157.0,Europe,144067054.0
Slovak Republic,Residence,Both,2004,6525.0,10390.0,Europe,5372280.0
Slovenia,Residence,Both,2004,8269.0,10171.0,Europe,1997012.0
Spain,Residence,Both,2004,55092.0,684561.0,Europe,42921895.0
Sweden,Residence,Both,2004,36586.0,62028.0,Europe,8993531.0
Switzerland,Residence,Both,2004,79726.0,120188.0,Europe,7389625.0
Macedonia,Residence,Both,2004,669.0,1718.0,Europe,2038444.0
Ukraine,Residence,Both,2004,46182.0,38567.0,Europe,47451600.0
United Kingdom,Residence,Both,2004,310389.0,518097.0,Europe,59987905.0
Armenia,Residence,Both,2005,9303.0,1497.0,Asia,3014917.0
Australia,Residence,Both,2005,206690.0,363470.0,Australia,20394800.0
Austria,Residence,Both,2005,70133.0,114465.0,Europe,8227829.0
Azerbaijan,Residence,Both,2005,2919.0,2019.0,Asia,8391850.0
Belarus,Residence,Both,2005,11082.0,13031.0,Europe,9663000.0
Belgium,Residence,Both,2005,86899.0,132810.0,Europe,10478617.0
Cyprus,Residence,Both,2005,10003.0,24419.0,Asia,1032586.0
Czech Republic,Residence,Both,2005,24065.0,60294.0,Europe,10211216.0
Denmark,Residence,Both,2005,45869.0,52458.0,Europe,5419432.0
Estonia,Residence,Both,2005,4610.0,1436.0,Europe,1354775.0
Finland,Residence,Both,2005,12369.0,21355.0,Europe,5246096.0
Germany,Residence,Both,2005,628399.0,707352.0,Europe,82469422.0
Iceland,Residence,Both,2005,3913.0,7773.0,Europe,296734.0
Ireland,Residence,Both,2005,34350.0,102000.0,Europe,4159914.0
Italy,Residence,Both,2005,65029.0,325673.0,Europe,57969484.0
Kazakhstan,Residence,Both,2005,52139.0,75817.0,Asia,15147029.0
Kyrgyz Republic,Residence,Both,2005,30741.0,3761.0,Asia,5162600.0
Latvia,Residence,Both,2005,17643.0,6691.0,Europe,2238799.0
Lithuania,Residence,Both,2005,57885.0,6789.0,Europe,3322528.0
Luxembourg,Residence,Both,2005,8287.0,14397.0,Europe,465158.0
Netherlands,Residence,Both,2005,83399.0,92297.0,Europe,16319868.0
Norway,Residence,Both,2005,21709.0,40148.0,Europe,4623291.0
Poland,Residence,Both,2005,22242.0,9364.0,Europe,38165445.0
Portugal,Residence,Both,2005,10800.0,49200.0,Europe,10503330.0
Romania,Residence,Both,2005,13297.0,3704.0,Europe,21319685.0
Russian Federation,Residence,Both,2005,69798.0,178981.0,Europe,143518523.0
Slovak Republic,Residence,Both,2005,2784.0,9410.0,Europe,5372807.0
Slovenia,Residence,Both,2005,8605.0,15041.0,Europe,2000474.0
Spain,Residence,Both,2005,68011.0,719284.0,Europe,43653155.0
Sweden,Residence,Both,2005,38118.0,65229.0,Europe,9029572.0
Switzerland,Residence,Both,2005,82090.0,,Europe,7437115.0
Macedonia,Residence,Both,2005,1300.0,2671.0,Europe,2042894.0
Ukraine,Residence,Both,2005,34997.0,39580.0,Europe,47105150.0
United Kingdom,Residence,Both,2005,328408.0,496469.0,Europe,60401206.0
Armenia,Residence,Both,2006,8053.0,1335.0,Asia,3002161.0
Australia,Residence,Both,2006,204800.0,402210.0,Australia,20697900.0
Austria,Residence,Both,2006,74432.0,98535.0,Europe,8268641.0
Azerbaijan,Residence,Both,2006,2644.0,2232.0,Asia,8484550.0
Belarus,Residence,Both,2006,8498.0,14124.0,Europe,9604000.0
Belgium,Residence,Both,2006,88163.0,137699.0,Europe,10547958.0
Croatia,Residence,Both,2006,7692.0,14978.0,Europe,4440000.0
Cyprus,Residence,Both,2006,6874.0,15545.0,Asia,1048293.0
Czech Republic,Residence,Both,2006,33463.0,68183.0,Europe,10238905.0
Denmark,Residence,Both,2006,46786.0,56750.0,Europe,5437272.0
Estonia,Residence,Both,2006,5527.0,2234.0,Europe,1346810.0
Finland,Residence,Both,2006,12107.0,22451.0,Europe,5266268.0
France,Residence,Both,2006,189403.0,301544.0,Europe,63621376.0
Germany,Residence,Both,2006,639064.0,661855.0,Europe,82376451.0
Iceland,Residence,Both,2006,4577.0,9832.0,Europe,303782.0
Ireland,Residence,Both,2006,44409.0,139434.0,Europe,4273591.0
Italy,Residence,Both,2006,75230.0,297640.0,Europe,58143979.0
Kazakhstan,Residence,Both,2006,33690.0,66747.0,Asia,15308084.0
Kyrgyz Republic,Residence,Both,2006,34423.0,3420.0,Asia,5218400.0
Latvia,Residence,Both,2006,17019.0,8212.0,Europe,2218357.0
Lithuania,Residence,Both,2006,32390.0,7745.0,Europe,3269909.0
Luxembourg,Residence,Both,2006,9001.0,14352.0,Europe,472637.0
Malta,Residence,Both,2006,1908.0,1829.0,Europe,405308.0
Netherlands,Residence,Both,2006,91028.0,101150.0,Europe,16346101.0
Norway,Residence,Both,2006,22053.0,45776.0,Europe,4660677.0
Poland,Residence,Both,2006,46936.0,10802.0,Europe,38141267.0
Portugal,Residence,Both,2006,12700.0,38800.0,Europe,10522288.0
Moldova,Residence,Both,2006,6685.0,1968.0,Europe,3585209.0
Romania,Residence,Both,2006,16672.0,7714.0,Europe,21193760.0
Russian Federation,Residence,Both,2006,54061.0,188308.0,Europe,143049528.0
Slovak Republic,Residence,Both,2006,3084.0,12611.0,Europe,5373054.0
Slovenia,Residence,Both,2006,13749.0,20016.0,Europe,2006868.0
Spain,Residence,Both,2006,142296.0,840844.0,Europe,44397319.0
Sweden,Residence,Both,2006,44908.0,95750.0,Europe,9080505.0
Switzerland,Residence,Both,2006,88218.0,127586.0,Europe,7483934.0
Macedonia,Residence,Both,2006,1108.0,2244.0,Europe,2047330.0
Ukraine,Residence,Both,2006,29982.0,44227.0,Europe,46787750.0
United Kingdom,Residence,Both,2006,369470.0,529008.0,Europe,60846820.0
Armenia,Residence,Both,2007,7461.0,1112.0,Asia,2988117.0
Australia,Residence,Both,2007,216580.0,460650.0,Australia,20827600.0
Austria,Residence,Both,2007,49898.0,72862.0,Europe,8295487.0
Azerbaijan,Residence,Both,2007,3090.0,1970.0,Asia,8581300.0
Belarus,Residence,Both,2007,9479.0,14155.0,Europe,9560000.0
Belgium,Residence,Both,2007,91052.0,146409.0,Europe,10625700.0
Bulgaria,Residence,Both,2007,2958.0,1561.0,Europe,7545338.0
Croatia,Residence,Both,2007,9002.0,14622.0,Europe,4436000.0
Cyprus,Residence,Both,2007,11389.0,19017.0,Asia,1063040.0
Czech Republic,Residence,Both,2007,20500.0,104445.0,Europe,10298828.0
Denmark,Residence,Both,2007,41566.0,64656.0,Europe,5461438.0
Estonia,Residence,Both,2007,4384.0,3741.0,Europe,1340680.0
Finland,Residence,Both,2007,12443.0,26029.0,Europe,5288720.0
France,Residence,Both,2007,220354.0,293980.0,Europe,64016229.0
Germany,Residence,Both,2007,636854.0,680766.0,Europe,82266372.0
Iceland,Residence,Both,2007,7414.0,12546.0,Europe,311566.0
Ireland,Residence,Both,2007,48040.0,122415.0,Europe,4398942.0
Italy,Residence,Both,2007,65196.0,558019.0,Europe,58438310.0
Kazakhstan,Residence,Both,2007,42435.0,52574.0,Asia,15484192.0
Kyrgyz Republic,Residence,Both,2007,54608.0,3955.0,Asia,5268400.0
Latvia,Residence,Both,2007,15463.0,7517.0,Europe,2200325.0
Lithuania,Residence,Both,2007,30383.0,8609.0,Europe,3231294.0
Luxembourg,Residence,Both,2007,10674.0,16675.0,Europe,479993.0
Malta,Residence,Both,2007,5029.0,6730.0,Europe,406724.0
Netherlands,Residence,Both,2007,91287.0,116819.0,Europe,16381696.0
Norway,Residence,Both,2007,22122.0,61774.0,Europe,4709153.0
Poland,Residence,Both,2007,35480.0,14995.0,Europe,38120560.0
Portugal,Residence,Both,2007,26800.0,46300.0,Europe,10542964.0
Moldova,Residence,Both,2007,7172.0,2070.0,Europe,3576910.0
Romania,Residence,Both,2007,11999.0,9575.0,Europe,20882982.0
Russian Federation,Residence,Both,2007,47013.0,291675.0,Europe,142805088.0
Slovak Republic,Residence,Both,2007,3570.0,16265.0,Europe,5374622.0
Slovenia,Residence,Both,2007,14943.0,29193.0,Europe,2018122.0
Spain,Residence,Both,2007,227065.0,958266.0,Europe,45226803.0
Sweden,Residence,Both,2007,45418.0,99485.0,Europe,9148092.0
Switzerland,Residence,Both,2007,90175.0,165634.0,Europe,7551117.0
Macedonia,Residence,Both,2007,240.0,1320.0,Europe,2051427.0
United Kingdom,Residence,Both,2007,317587.0,526714.0,Europe,61322463.0
Armenia,Residence,Both,2008,6121.0,864.0,Asia,2975029.0
Australia,Residence,Both,2008,220280.0,535970.0,Australia,21249200.0
Austria,Residence,Both,2008,51563.0,73772.0,Europe,8321496.0
Azerbaijan,Residence,Both,2008,2530.0,3597.0,Asia,8763400.0
Belarus,Residence,Both,2008,9268.0,17412.0,Europe,9528000.0
Belgium,Residence,Both,2008,100275.0,,Europe,10709973.0
Bulgaria,Residence,Both,2008,2112.0,1236.0,Europe,7492561.0
Croatia,Residence,Both,2008,7488.0,,Europe,4434508.0
Cyprus,Residence,Both,2008,10500.0,,Asia,1077010.0
Czech Republic,Residence,Both,2008,51478.0,108267.0,Europe,10384603.0
Denmark,Residence,Both,2008,38356.0,57357.0,Europe,5493621.0
Estonia,Residence,Both,2008,4406.0,3671.0,Europe,1337090.0
Finland,Residence,Both,2008,13657.0,29114.0,Europe,5313399.0
France,Residence,Both,2008,239796.0,296608.0,Europe,64374990.0
Germany,Residence,Both,2008,737889.0,682146.0,Europe,82110097.0
Greece,Residence,Both,2008,43044.0,66529.0,Europe,11077841.0
Hungary,Residence,Both,2008,9591.0,37652.0,Europe,10038188.0
Iceland,Residence,Both,2008,9144.0,10288.0,Europe,317414.0
Ireland,Residence,Both,2008,65934.0,82592.0,Europe,4489544.0
Italy,Residence,Both,2008,80947.0,534712.0,Europe,58826731.0
Kazakhstan,Residence,Both,2008,45287.0,44975.0,Asia,15674000.0
Kyrgyz Republic,Residence,Both,2008,41287.0,3497.0,Asia,5318700.0
Latvia,Residence,Both,2008,27045.0,4678.0,Europe,2177322.0
Lithuania,Residence,Both,2008,25750.0,9297.0,Europe,3198231.0
Luxembourg,Residence,Both,2008,10058.0,17758.0,Europe,488650.0
Malta,Residence,Both,2008,3719.0,6043.0,Europe,409379.0
Netherlands,Residence,Both,2008,90067.0,143516.0,Europe,16445593.0
Norway,Residence,Both,2008,12976.0,58123.0,Europe,4768212.0
Poland,Residence,Both,2008,74338.0,15379.0,Europe,38125759.0
Portugal,Residence,Both,2008,20357.0,29718.0,Europe,10558177.0
Romania,Residence,Both,2008,302796.0,138929.0,Europe,20537875.0
Russian Federation,Residence,Both,2008,39508.0,281614.0,Europe,142742350.0
Slovak Republic,Residence,Both,2008,4857.0,17820.0,Europe,5379233.0
Slovenia,Residence,Both,2008,12109.0,30693.0,Europe,2021316.0
Spain,Residence,Both,2008,288432.0,599075.0,Europe,45954106.0
Sweden,Residence,Both,2008,45294.0,101171.0,Europe,9219637.0
Macedonia,Residence,Both,2008,751.0,,Europe,2055266.0
United Kingdom,Residence,Both,2008,427207.0,590242.0,Europe,61806995.0
Armenia,Residence,Both,2009,4100.0,861.0,Asia,2966108.0
Austria,Residence,Both,2009,53244.0,69295.0,Europe,8343323.0
Azerbaijan,Residence,Both,2009,1373.0,2292.0,Asia,8947243.0
Belarus,Residence,Both,2009,7643.0,19891.0,Europe,9507000.0
Cyprus,Residence,Both,2009,9829.0,,Asia,1090486.0
Czech Republic,Residence,Both,2009,61782.0,75620.0,Europe,10443936.0
Denmark,Residence,Both,2009,39899.0,51800.0,Europe,5523095.0
Estonia,Residence,Both,2009,4658.0,3884.0,Europe,1334515.0
Finland,Residence,Both,2009,12151.0,26699.0,Europe,5338871.0
France,Residence,Both,2009,264631.0,296970.0,Europe,64707044.0
Germany,Residence,Both,2009,286582.0,346216.0,Europe,81902307.0
Greece,Residence,Both,2009,43686.0,58613.0,Europe,11107017.0
Hungary,Residence,Both,2009,10483.0,27894.0,Europe,10022650.0
Iceland,Residence,Both,2009,6874.0,3921.0,Europe,318499.0
Ireland,Residence,Both,2009,69672.0,50604.0,Europe,4535375.0
Italy,Residence,Both,2009,80597.0,442940.0,Europe,59095365.0
Kazakhstan,Residence,Both,2009,33983.0,42032.0,Asia,16092701.0
Latvia,Residence,Both,2009,38208.0,3731.0,Europe,2141669.0
Lithuania,Residence,Both,2009,38500.0,6487.0,Europe,3162916.0
Luxembourg,Residence,Both,2009,9168.0,15751.0,Europe,497783.0
Malta,Residence,Both,2009,3868.0,6161.0,Europe,412477.0
Norway,Residence,Both,2009,17072.0,55953.0,Europe,4828726.0
Poland,Residence,Both,2009,229320.0,189166.0,Europe,38151603.0
Portugal,Residence,Both,2009,16899.0,32307.0,Europe,10568247.0
Romania,Residence,Both,2009,246626.0,8606.0,Europe,20367487.0
Russian Federation,Residence,Both,2009,32458.0,279907.0,Europe,142785342.0
Slovak Republic,Residence,Both,2009,4753.0,15643.0,Europe,5386406.0
Slovenia,Residence,Both,2009,18788.0,30296.0,Europe,2039669.0
Spain,Residence,Both,2009,380121.0,392962.0,Europe,46362946.0
Sweden,Residence,Both,2009,39259.0,102280.0,Europe,9298515.0
United Kingdom,Residence,Both,2009,368177.0,566514.0,Europe,62276270.0
Austria,Residence,Both,2010,51651.0,70978.0,Europe,8363404.0
Belgium,Residence,Both,2010,66013.0,135281.0,Europe,10895586.0
Cyprus,Residence,Both,2010,4293.0,20206.0,Asia,1103685.0
Czech Republic,Residence,Both,2010,61069.0,48317.0,Europe,10474410.0
Denmark,Residence,Both,2010,41456.0,52236.0,Europe,5547683.0
Estonia,Residence,Both,2010,5294.0,2810.0,Europe,1331475.0
Finland,Residence,Both,2010,11905.0,25636.0,Europe,5363352.0
France,Residence,Both,2010,269531.0,307111.0,Europe,65027512.0
Germany,Residence,Both,2010,252456.0,404055.0,Europe,81776930.0
Greece,Residence,Both,2010,62041.0,60462.0,Europe,11121341.0
Hungary,Residence,Both,2010,13365.0,25519.0,Europe,10000023.0
Iceland,Residence,Both,2010,5459.0,3948.0,Europe,318041.0
Ireland,Residence,Both,2010,78099.0,52339.0,Europe,4560155.0
Italy,Residence,Both,2010,78771.0,458856.0,Europe,59277417.0
Latvia,Residence,Both,2010,39651.0,4011.0,Europe,2097555.0
Liechtenstein,Residence,Both,2010,428.0,591.0,Europe,36276.0
Lithuania,Residence,Both,2010,83157.0,5213.0,Europe,3097282.0
Luxembourg,Residence,Both,2010,9302.0,16962.0,Europe,506953.0
Malta,Residence,Both,2010,4201.0,4275.0,Europe,414508.0
Norway,Residence,Both,2010,25835.0,69214.0,Europe,4889252.0
Poland,Residence,Both,2010,218126.0,155131.0,Europe,38042794.0
Portugal,Residence,Both,2010,23760.0,27575.0,Europe,10573100.0
Romania,Residence,Both,2010,197985.0,149885.0,Europe,20246871.0
Russian Federation,Residence,Both,2010,33577.0,191656.0,Europe,142849449.0
Slovak Republic,Residence,Both,2010,4447.0,13770.0,Europe,5391428.0
Slovenia,Residence,Both,2010,15937.0,15416.0,Europe,2048583.0
Spain,Residence,Both,2010,403377.0,360705.0,Europe,46576897.0
Sweden,Residence,Both,2010,48890.0,98801.0,Europe,9378126.0
United Kingdom,Residence,Both,2010,339306.0,590950.0,Europe,62766365.0
Austria,Residence,Both,2011,51197.0,82230.0,Europe,8391643.0
Belgium,Residence,Both,2011,67475.0,144698.0,Europe,11047744.0
Croatia,Residence,Both,2011,12699.0,8534.0,Europe,4280622.0
Cyprus,Residence,Both,2011,4895.0,23037.0,Asia,1116644.0
Czech Republic,Residence,Both,2011,55910.0,27114.0,Europe,10496088.0
Denmark,Residence,Both,2011,41593.0,52833.0,Europe,5570572.0
Estonia,Residence,Both,2011,6214.0,3709.0,Europe,1327439.0
Finland,Residence,Both,2011,12660.0,29481.0,Europe,5388272.0
France,Residence,Both,2011,291594.0,319816.0,Europe,65342776.0
Germany,Residence,Both,2011,249045.0,489422.0,Europe,81797673.0
Greece,Residence,Both,2011,92404.0,60089.0,Europe,11104899.0
Hungary,Residence,Both,2011,15100.0,28018.0,Europe,9971727.0
Iceland,Residence,Both,2011,4812.0,4073.0,Europe,319014.0
Ireland,Residence,Both,2011,87053.0,53224.0,Europe,4576794.0
Italy,Residence,Both,2011,82461.0,385793.0,Europe,59379449.0
Latvia,Residence,Both,2011,30311.0,10234.0,Europe,2059709.0
Liechtenstein,Residence,Both,2011,467.0,650.0,Europe,36537.0
Lithuania,Residence,Both,2011,53863.0,15685.0,Europe,3028115.0
Luxembourg,Residence,Both,2011,9264.0,20268.0,Europe,518347.0
Malta,Residence,Both,2011,3806.0,5465.0,Europe,416268.0
Norway,Residence,Both,2011,20349.0,70337.0,Europe,4953088.0
Poland,Residence,Both,2011,265798.0,157059.0,Europe,38063255.0
Portugal,Residence,Both,2011,43998.0,19667.0,Europe,10557560.0
Romania,Residence,Both,2011,195551.0,147685.0,Europe,20147528.0
Slovak Republic,Residence,Both,2011,1863.0,4829.0,Europe,5398384.0
Slovenia,Residence,Both,2011,12024.0,14083.0,Europe,2052843.0
Spain,Residence,Both,2011,409034.0,371331.0,Europe,46742697.0
Sweden,Residence,Both,2011,51224.0,96467.0,Europe,9449213.0
Macedonia,Residence,Both,2011,1290.0,1464.0,Europe,2065888.0
United Kingdom,Residence,Both,2011,350703.0,566044.0,Europe,63258918.0
Austria,Residence,Both,2012,51812.0,91557.0,Europe,8429991.0
Belgium,Residence,Both,2012,74720.0,147387.0,Europe,11128246.0
Bulgaria,Residence,Both,2012,16615.0,14103.0,Europe,7305888.0
Croatia,Residence,Both,2012,12877.0,8959.0,Europe,4267558.0
Cyprus,Residence,Both,2012,18105.0,17476.0,Asia,1129303.0
Czech Republic,Residence,Both,2012,46106.0,34337.0,Europe,10510785.0
Denmark,Residence,Both,2012,43663.0,54409.0,Europe,5591572.0
Estonia,Residence,Both,2012,6321.0,2639.0,Europe,1322696.0
Finland,Residence,Both,2012,13845.0,31278.0,Europe,5413971.0
France,Residence,Both,2012,295551.0,327431.0,Europe,65659790.0
Germany,Residence,Both,2012,240001.0,592175.0,Europe,80425823.0
Greece,Residence,Both,2012,124694.0,58200.0,Europe,11045011.0
Hungary,Residence,Both,2012,22880.0,33702.0,Europe,9920362.0
Iceland,Residence,Both,2012,4758.0,4960.0,Europe,320716.0
Ireland,Residence,Both,2012,89436.0,54439.0,Europe,4586897.0
Italy,Residence,Both,2012,106216.0,350772.0,Europe,59539717.0
